Avg_Lon,Avg_Lat,Duration,Datetimes,Year,Month,Pacific,West_Pacific,Central_Pacific,East_Pacific,North_America,Atlantic,Europe_and_Africa,Asia,El_Nino,La_Nina,Neutral,Positive_PDO,Negative_PDO,MJO_Phase
313.871866295265,16.1797752808989,4,15-Jan-1990 00:00:00,1990,1,0,0,0,0,0,1,0,0,0,0,1,0,1,4
315.075208913649,70.7865168539326,4,15-Jan-1990 00:00:00,1990,1,0,0,0,0,0,1,0,0,0,0,1,0,1,4
69.1922005571031,62.6966292134831,4,16-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4
105.493036211699,73.8202247191011,4,17-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
103.45980213236,19.9457574583495,28,17-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
204.818941504178,67.1207865168539,7,17-Jan-1990 00:00:00,1990,1,1,0,1,0,0,0,0,0,0,0,1,0,1,5
10.8300835654596,49.1460674157303,4,17-Jan-1990 18:00:00,1990,1,0,0,0,0,0,0,1,0,0,0,1,0,1,5
162.376044568245,21.0084269662921,39,18-Jan-1990 00:00:00,1990,1,1,1,0,0,0,0,0,0,0,0,1,0,1,5
87.8228998680545,62.909520993495,18,17-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
15.7103064066852,69.7752808988764,8,18-Jan-1990 06:00:00,1990,1,0,0,0,0,0,0,1,0,0,0,1,0,1,5
136.438997214485,23.2786516853933,49,19-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
220.183048149622,32.215088282504,6,19-Jan-1990 00:00:00,1990,1,1,0,0,1,0,0,0,0,0,0,1,0,1,5
253.743304049711,59.4295592048401,25,20-Jan-1990 00:00:00,1990,1,0,0,0,0,1,0,0,0,0,0,1,0,1,5
123.217270194986,62.2331460674157,23,20-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
207.701949860724,65.9831460674157,7,20-Jan-1990 00:00:00,1990,1,1,0,1,0,0,0,0,0,0,0,1,0,1,5
354.763231197772,21.4606741573034,8,21-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,1,0,0,0,1,0,1,5
75.6100278551532,58.4494382022472,4,22-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
107.871070433745,70.7865168539326,6,22-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
70.5292479108635,66.6741573033708,44,23-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
91.2534818941504,49.5505617977528,4,23-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5
222.506963788301,38.501872659176,26,23-Jan-1990 00:00:00,1990,1,1,0,0,1,0,0,0,0,0,0,1,0,1,5
156.216543538816,64.2794333170493,22,24-Jan-1990 00:00:00,1990,1,1,1,0,0,0,0,0,0,0,0,1,0,1,5
86.2395543175487,16.1797752808989,7,25-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,6
182.674094707521,67.0786516853933,5,25-Jan-1990 00:00:00,1990,1,1,0,1,0,0,0,0,0,0,0,1,0,1,6
205.49940310386,70.0642054574639,13,25-Jan-1990 00:00:00,1990,1,1,0,1,0,0,0,0,0,0,0,1,0,1,6
172.679665738162,56.6292134831461,4,26-Jan-1990 00:00:00,1990,1,1,1,0,0,0,0,0,0,0,0,1,0,1,6
303.041782729805,56.6292134831461,4,27-Jan-1990 00:00:00,1990,1,0,0,0,0,0,1,0,0,0,0,1,0,1,6
110.769230769231,70.3975799481418,12,28-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,6
186.852367688022,19.2977528089888,11,28-Jan-1990 00:00:00,1990,1,1,0,1,0,0,0,0,0,0,0,1,0,1,6
120.735376044568,21.0842696629213,19,28-Jan-1990 06:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,6
145.757824020973,60.9715796430932,16,29-Jan-1990 00:00:00,1990,1,1,1,0,0,0,0,0,0,0,0,1,0,1,6
229.073816155989,42.8511235955056,15,30-Jan-1990 00:00:00,1990,1,1,0,0,1,0,0,0,0,0,0,1,0,1,7
276.350974930362,69.6067415730337,11,30-Jan-1990 00:00:00,1990,1,0,0,0,0,1,0,0,0,0,0,1,0,1,7
63.5097493036212,56.2078651685393,11,31-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,0,1,0,0,1,0,1,7
29.3121919862867,66.4304235090752,12,31-Jan-1990 00:00:00,1990,1,0,0,0,0,0,0,1,0,0,0,1,0,1,7
206.284122562674,37.2584269662921,44,31-Jan-1990 00:00:00,1990,1,1,0,1,0,0,0,0,0,0,0,1,0,1,7
247.799442896936,68.5393258426966,8,01-Feb-1990 00:00:00,1990,2,0,0,0,0,1,0,0,0,0,0,1,0,1,7
56.1559888579387,72.8089887640449,4,02-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,8
347.743732590529,22.247191011236,8,02-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,8
26.4735376044568,57.6404494382022,4,03-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,8
57.9610027855153,33.1685393258427,4,03-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,8
105.292479108635,20.2247191011236,4,03-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,8
111.963182754027,64.1914997557401,22,04-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,8
134.623955431755,61.0955056179775,11,03-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,8
26.0724233983287,54.6067415730337,4,05-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,8
114.317548746518,66.4044943820225,11,05-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,8
125.013927576602,16.7415730337079,8,06-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,8
100.278551532033,60.6741573033708,4,07-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,8
157.562674094708,20.0983146067416,7,07-Feb-1990 00:00:00,1990,2,1,1,0,0,0,0,0,0,0,0,1,0,1,8
310.863509749304,51.5730337078652,6,07-Feb-1990 00:00:00,1990,2,0,0,0,0,0,1,0,0,0,0,1,0,1,8
48.8425703582749,32.2026346377373,57,08-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1
142.194986072423,63.7078651685393,4,08-Feb-1990 00:00:00,1990,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1
169.069637883008,73.4157303370787,4,08-Feb-1990 00:00:00,1990,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1
74.6717071229606,53.8121990369181,27,09-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1
52.3454038997215,32.7640449438202,4,09-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1
215.598885793872,71.2359550561798,8,09-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1
74.4066852367688,50.561797752809,4,10-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1
134.803024273776,20.8025682182986,6,13-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1
177.091922005571,23.6629213483146,4,10-Feb-1990 00:00:00,1990,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1
114.249177006837,61.5474974463739,43,11-Feb-1990 12:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1
193.649025069638,45.6179775280899,8,11-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1
74.2651155169589,68.9424983476537,16,12-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1
244.833940432826,72.4200518582541,12,13-Feb-1990 00:00:00,1990,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1
205.771587743733,34.7865168539326,4,15-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1
296.105122926002,59.5310210063508,45,14-Feb-1990 00:00:00,1990,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1
52.9055806358659,41.3211933359163,28,16-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1
107.486072423398,16.938202247191,15,16-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1
130.529247910863,29.8314606741573,5,16-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1
319.08635097493,57.6404494382022,4,16-Feb-1990 00:00:00,1990,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1
342.952646239554,67.752808988764,4,16-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1
20.0557103064067,71.3932584269663,4,17-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1
335.393186200986,72.7312013828868,12,17-Feb-1990 00:00:00,1990,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1
13.0362116991643,64.9213483146067,4,19-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2
157.514463252625,25.9031979256698,12,19-Feb-1990 00:00:00,1990,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2
184.846796657382,29.6629213483146,8,19-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,2
210.932076280266,35.9377700950735,25,19-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,2
316.100278551532,17.4157303370787,8,19-Feb-1990 00:00:00,1990,2,0,0,0,0,0,1,0,0,0,0,1,0,1,2
25.7638740089994,72.1089023336214,12,20-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2
320.119991429184,39.5548833189283,25,20-Feb-1990 00:00:00,1990,2,0,0,0,0,0,1,0,0,0,0,1,0,1,2
151.42061281337,22.2977528089888,19,21-Feb-1990 00:00:00,1990,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2
217.103064066852,64.4157303370787,9,22-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,2
50.0621384186844,43.742437337943,38,23-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2
119.426979705531,19.983948635634,20,24-Feb-1990 00:00:00,1990,2,0,0,0,0,0,0,0,1,0,0,1,0,1,2
285.246897948848,50.194075587334,21,24-Feb-1990 18:00:00,1990,2,0,0,0,0,1,0,0,0,0,0,1,0,1,2
150.24754296526,30.8713165147339,52,26-Feb-1990 00:00:00,1990,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2
188.323119777159,27.3033707865168,4,26-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,2
204.969359331476,35.3932584269663,4,27-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3
234.852367688022,69.7752808988764,4,27-Feb-1990 00:00:00,1990,2,1,0,0,1,0,0,0,0,0,0,1,0,1,3
237.891579172916,35.3932584269663,12,27-Feb-1990 00:00:00,1990,2,1,0,0,1,0,0,0,0,0,0,1,0,1,3
331.796657381616,16.5589887640449,7,27-Feb-1990 06:00:00,1990,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3
160.67709449325,66.352636127917,12,26-Feb-1990 00:00:00,1990,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2
199.679665738162,68.5112359550562,7,28-Feb-1990 00:00:00,1990,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3
191.130919220056,22.0449438202247,4,02-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,4
257.381615598886,44.0128410914928,20,02-Mar-1990 00:00:00,1990,3,0,0,0,0,1,0,0,0,0,0,1,0,1,4
335.933147632312,18.6067415730337,4,02-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,4
212.590529247911,62.1348314606742,8,03-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,4
208.218384401114,19.4157303370786,24,04-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,4
125.618170130705,64.7579948141746,25,04-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,4
159.818941504178,69.7752808988764,7,04-Mar-1990 00:00:00,1990,3,1,1,0,0,0,0,0,0,0,0,1,0,1,4
299.632311977716,45.3033707865169,4,04-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,4
59.5917621809215,51.6227666236876,60,05-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,1,0,0,0,1,0,1,5
188.832226269552,67.5972342264477,12,05-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,5
198.023750183258,32.6788882318155,37,05-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,5
240.066852367688,70.3820224719101,4,05-Mar-1990 00:00:00,1990,3,0,0,0,0,1,0,0,0,0,0,1,0,1,5
290.206128133705,35.3932584269663,4,05-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,5
62.8889773179467,39.5826645264847,13,06-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,5
130.362116991643,27.0144462279294,6,06-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,5
308.412256267409,63.7078651685393,17,02-Mar-1990 12:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,4
290.005571030641,73.8202247191011,4,08-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,5
18.5515320334262,25.4494382022472,5,09-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,1,0,0,0,1,0,1,5
48.5193914720377,31.5816767502161,12,09-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,1,0,0,0,1,0,1,5
338.75348189415,46.3904494382022,15,09-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,5
71.3983286908078,56.6292134831461,4,10-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,5
281.281337047354,46.685393258427,5,10-Mar-1990 00:00:00,1990,3,0,0,0,0,1,0,0,0,0,0,1,0,1,5
326.908077994429,73.8202247191011,4,10-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,5
200.465940744492,67.9366700715015,10,10-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,5
132.924791086351,63.0337078651685,17,13-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,5
154.285714285714,17.5280898876404,20,12-Mar-1990 00:00:00,1990,3,1,1,0,0,0,0,0,0,0,0,1,0,1,5
310.323548317977,57.2126188418323,25,11-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,5
348.969359331476,73.8202247191011,4,12-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,1,0,0,0,1,0,1,5
146.497847556343,53.5035750766088,10,13-Mar-1990 00:00:00,1990,3,1,1,0,0,0,0,0,0,0,0,1,0,1,5
27.3259052924791,19.8876404494382,11,13-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,1,0,0,0,1,0,1,5
19.3719929095974,46.3329928498468,21,14-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,1,0,0,0,1,0,1,5
93.3704735376045,19.5505617977528,8,14-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,5
180.8356545961,32.0898876404494,14,14-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,5
154.228412256267,69.5730337078652,4,15-Mar-1990 00:00:00,1990,3,1,1,0,0,0,0,0,0,0,0,1,0,1,6
221.281337047354,53.5955056179775,5,15-Mar-1990 00:00:00,1990,3,1,0,0,1,0,0,0,0,0,0,1,0,1,6
207.765806485521,35.1070595717617,52,16-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,6
277.848725091065,28.5479688850475,12,17-Mar-1990 00:00:00,1990,3,0,0,0,0,1,0,0,0,0,0,1,0,1,6
118.208356545961,17.5550561797753,24,19-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,7
194.91643454039,38.0856741573034,79,19-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,7
184.512534818942,73.8202247191011,4,19-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,7
295.821727019499,49.5505617977528,4,19-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,7
142.538798249105,44.7833065810594,20,20-Mar-1990 00:00:00,1990,3,1,1,0,0,0,0,0,0,0,0,1,0,1,7
96.1188486536676,65.8614232209738,53,20-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,7
125.949860724234,57.6404494382022,4,20-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,7
209.025069637883,73.8202247191011,8,20-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,7
232.106278122991,40.7605877268799,12,20-Mar-1990 00:00:00,1990,3,1,0,0,1,0,0,0,0,0,0,1,0,1,7
224.74930362117,72.4297752808989,7,20-Mar-1990 00:00:00,1990,3,1,0,0,1,0,0,0,0,0,0,1,0,1,7
163.153203342618,66.9943820224719,19,21-Mar-1990 00:00:00,1990,3,1,1,0,0,0,0,0,0,0,0,1,0,1,7
45.7520891364903,17.064606741573,7,22-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,1,0,0,0,1,0,1,8
207.154376191174,64.9852158486103,18,23-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,8
246.530962074138,39.5159896283492,12,24-Mar-1990 00:00:00,1990,3,0,0,0,0,1,0,0,0,0,0,1,0,1,8
132.200557103064,37.7949438202247,23,25-Mar-1990 00:00:00,1990,3,0,0,0,0,0,0,0,1,0,0,1,0,1,8
275.565459610028,73.8202247191011,4,25-Mar-1990 00:00:00,1990,3,0,0,0,0,1,0,0,0,0,0,1,0,1,8
280.378830083566,70.5842696629213,4,28-Mar-1990 00:00:00,1990,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1
207.113777587315,60.3630077787381,12,29-Mar-1990 00:00:00,1990,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1
144.183117354972,68.104543234001,22,29-Mar-1990 00:00:00,1990,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1
220.362116991643,53.4691011235955,15,29-Mar-1990 00:00:00,1990,3,1,0,0,1,0,0,0,0,0,0,1,0,1,1
257.381615598886,61.7977528089888,17,27-Mar-1990 00:00:00,1990,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1
292.813370473538,39.438202247191,4,29-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1
332.479108635098,55.3932584269663,8,31-Mar-1990 00:00:00,1990,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1
26.0724233983287,51.5730337078652,4,01-Apr-1990 00:00:00,1990,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1
136.33107839236,38.6677367576244,20,01-Apr-1990 00:00:00,1990,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1
296.7207761022,52.7586206896552,28,01-Apr-1990 00:00:00,1990,4,0,0,0,0,0,1,0,0,0,0,1,0,1,1
34.2200557103064,33.497191011236,7,03-Apr-1990 00:00:00,1990,4,0,0,0,0,0,0,1,0,0,0,1,0,1,2
198.551532033426,73.4157303370787,4,03-Apr-1990 00:00:00,1990,4,1,0,1,0,0,0,0,0,0,0,1,0,1,2
223.621169916434,71.5643906655143,12,03-Apr-1990 00:00:00,1990,4,1,0,0,1,0,0,0,0,0,0,1,0,1,2
250.473537604457,29.1011235955056,8,03-Apr-1990 00:00:00,1990,4,0,0,0,0,1,0,0,0,0,0,1,0,1,2
243.676880222841,72,4,04-Apr-1990 00:00:00,1990,4,0,0,0,0,1,0,0,0,0,0,1,0,1,2
90.8523676880223,50.4317817014446,69,03-Apr-1990 00:00:00,1990,4,0,0,0,0,0,0,0,1,0,0,1,0,1,2
30.2268205332272,35.9711075441413,6,06-Apr-1990 00:00:00,1990,4,0,0,0,0,0,0,1,0,0,0,1,0,1,2
277.548746518106,67.752808988764,8,07-Apr-1990 00:00:00,1990,4,0,0,0,0,1,0,0,0,0,0,1,0,1,3
285.392757660167,44.6966292134831,4,07-Apr-1990 00:00:00,1990,4,0,0,0,0,1,0,0,0,0,0,1,0,1,3
163.25348189415,73.8202247191011,4,08-Apr-1990 00:00:00,1990,4,1,1,0,0,0,0,0,0,0,0,1,0,1,3
315.424566448019,46.8756795940558,30,08-Apr-1990 00:00:00,1990,4,0,0,0,0,0,1,0,0,0,0,1,0,1,3
343.80115706021,42.1607605877269,12,08-Apr-1990 00:00:00,1990,4,0,0,0,0,0,0,1,0,0,0,1,0,1,3
141.870274572224,29.5666131621188,20,09-Apr-1990 00:00:00,1990,4,1,1,0,0,0,0,0,0,0,0,1,0,1,3
242.072423398329,64.7191011235955,4,10-Apr-1990 00:00:00,1990,4,0,0,0,0,1,0,0,0,0,0,1,0,1,3
128.786311181854,65.4414125200642,6,11-Apr-1990 00:00:00,1990,4,0,0,0,0,0,0,0,1,0,0,1,0,1,3
274.992439315559,61.6276083467095,34,10-Apr-1990 00:00:00,1990,4,0,0,0,0,1,0,0,0,0,0,1,0,1,3
107.686225177464,68.8782167451975,61,12-Apr-1990 00:00:00,1990,4,0,0,0,0,0,0,0,1,0,0,1,0,1,3
